A,B,C,D
0.0,0.0,0.0,0.0
0.05580357142857143,0.1674107142857143,0.10437901518096639,0.22321428571428573
0.22321428571428573,0.22321428571428573,0.16722408026755853,0.1674107142857143
0.11160714285714286,0.05580357142857143,0.2229654403567447,0.11160714285714286
0.1674107142857143,0.1674107142857143,0.16722408026755853,0.05580357142857143
0.22321428571428573,0.05580357142857143,0.0,0.22321428571428573
0.390625,0.27901785714285715,0.11148272017837235,0.05580357142857143
0.27901785714285715,0.5022321428571429,0.2787068004459309,0.22321428571428573
0.44642857142857145,0.11160714285714286,0.055741360089186176,0.390625
0.5022321428571429,0.27901785714285715,0.33444816053511706,0.0
0.78125,0.11160714285714286,0.33444816053511706,0.1674107142857143
0.78125,0.27901785714285715,0.2787068004459309,0.390625
0.8370535714285714,0.22321428571428573,0.6688963210702341,0.37455152882100406
0.5022321428571429,0.3348214285714286,0.6131549609810479,0.27901785714285715
0.5022321428571429,0.1674107142857143,0.7803790412486065,0.5022321428571429
0.6138392857142857,0.22321428571428573,0.7246376811594203,0.22321428571428573
0.8370535714285715,0.0,0.7246376811594203,0.5580357142857143
0.5580357142857143,0.11160714285714286,0.7246376811594203,0.8928571428571429
0.7254464285714286,0.1674107142857143,0.39018952062430323,0.5580357142857143
0.7254464285714286,0.3348214285714286,0.4459308807134894,0.5480626527514527
0.7254464285714286,0.390625,0.2787068004459309,0.11160714285714286
0.5580357142857143,0.5022321428571429,0.4459308807134894,0.05580357142857143
0.6696428571428572,0.7254464285714286,0.3071016131417047,0.11160714285714286
0.5022321428571429,0.78125,0.0,0.44642857142857145
0.7254464285714286,1.0044642857142858,0.0,0.8370535714285714
0.8928571428571429,0.6696428571428572,0.055741360089186176,0.7645113099133067
0.8928571428571429,0.9486607142857144,0.055741360089186176,0.390625
0.7354241738931225,1.171875,0.055741360089186176,0.78125
0.7254464285714286,1.2834821428571428,0.0,1.0044642857142858
0.7254464285714286,1.0602678571428572,0.2229654403567447,0.8370535714285714
0.7254464285714286,1.2276785714285716,0.2787068004459309,0.5580357142857143
0.5580357142857143,1.2276785714285716,0.2787068004459309,0.8370535714285714
1.0602678571428572,1.0602678571428572,0.33444816053511706,1.1160714285714286
1.0602678571428572,1.0044642857142858,0.16722408026755853,0.8928571428571429
0.9572200402718403,0.8370535714285715,0.33444816053511706,1.0044642857142858
1.0602678571428572,0.5580357142857143,0.16722408026755853,1.171875
1.0602678571428572,0.6696428571428572,0.16722408026755853,1.1160714285714286
1.0602678571428572,0.22321428571428573,0.33444816053511706,1.2276785714285714
0.5580357142857143,0.390625,0.055741360089186176,1.3392857142857144
1.0044642857142858,0.44642857142857145,0.055741360089186176,1.0044642857142858
0.78125,0.37852370081697384,0.2787068004459309,1.0044642857142858
0.7254464285714286,0.390625,0.39018952062430323,0.9740853781522303
0.7953335918710395,0.05580357142857143,0.6131549609810479,1.3392857142857144
0.7812500000000001,0.11160714285714286,0.5574136008918618,0.9173266681854725
0.44642857142857145,0.1674107142857143,0.8213609754106874,1.2834821428571428
0.8928571428571429,0.0,0.6131549609810479,1.2834821428571428
0.5580357142857143,0.22321428571428573,0.7246376811594203,1.0155825515667045
1.0044642857142858,0.1674107142857143,0.7246376811594203,1.2834821428571428
0.7254464285714286,0.11160714285714286,0.33444816053511706,1.2834821428571428
0.8370535714285714,0.0,0.33444816053511706,1.171875
0.44642857142857145,0.1674107142857143,0.2229654403567447,1.3392857142857144
0.5022321428571429,0.22321428571428573,0.2787068004459309,1.3392857142857144
0.6977399457335753,0.44642857142857145,0.2229654403567447,1.0602678571428572
0.7254464285714286,0.22321428571428573,0.11148272017837235,1.0602678571428572
0.6138392857142857,0.390625,0.0,1.0602678571428572
0.8370535714285715,0.5022321428571429,0.055741360089186176,0.9486607142857143
0.78125,0.6696428571428572,0.11148272017837235,1.0602678571428572
1.3392857142857144,0.8370535714285714,0.2787068004459309,0.8928571428571429
1.0044642857142858,0.9486607142857144,0.2229654403567447,1.0044642857142858
1.0602678571428572,1.2276785714285714,0.33444816053511706,0.78125
0.8370535714285714,1.2834821428571428,0.2229654403567447,1.2834821428571428
0.8928571428571428,1.2834821428571428,0.16722408026755853,1.2834821428571428
1.3392857142857144,1.1160714285714286,0.4459308807134894,1.0602678571428572
1.3392857142857144,1.2276785714285716,0.2787068004459309,0.8088999254185528
1.2276785714285714,1.2276785714285716,0.11148272017837235,1.2834821428571428
1.2276785714285714,1.2276785714285716,0.055741360089186176,1.2834821428571428
1.2834821428571428,1.0989481674055717,0.11148272017837235,1.2834821428571428
1.2834821428571428,1.2834821428571428,0.2787068004459309,0.78125
