A,B,C,D
0,0,0,0
0,0,0,0
0.0,0.0,0.0,0.0
36.416666666666664,30.75,0.0,25.8
96.41666666666666,54.14285714285714,15.75,0.0
0.0,82.46666666666667,47.1,10.3
0.0,113.25454545454545,78.52777777777777,36.56944444444444
21.833333333333336,0.0,115.53636363636363,73.75
80.58333333333334,6.0,3.2,133.75
140.58333333333331,17.166666666666664,0.0,193.75
200.58333333333331,54.75,29.0,0.0
0.0,76.61904761904762,49.542857142857144,10.464285714285715
0.0,107.16666666666666,82.47619047619048,39.38636363636364
22.77777777777778,0.0,116.98989898989899,99.11363636363637
77.02777777777779,11.0,4.416666666666667,159.11363636363637
137.02777777777777,39.05,0,219.11363636363637
197.02777777777777,71.0,22.8,0.0
0.0,105.22222222222223,39.791666666666664,10.428571428571429
0.0,138.27272727272728,75.83928571428572,39.90909090909091
21.96825396825397,0.0,106.6969696969697,96.71212121212122
67.58333333333334,4.0,0.0,156.71212121212122
127.58333333333334,30.25,0.0,216.71212121212122
187.58333333333331,54.0,13.5,0.0
0.0,94.21428571428572,36.5,7.833333333333334
0.0,120.4,65.16666666666666,36.7
23.936363636363637,0.0,104.20779220779221,87.58333333333333
79.26515151515152,6.25,4.642857142857143,147.58333333333334
139.2651515151515,20.375,0.0,207.58333333333334
199.2651515151515,65.34285714285714,26.166666666666664,0.0
0.0,102.875,58.83333333333333,10.238095238095239
0.0,135.6,118.83333333333333,37.09090909090909
21.775,0.0,126.88888888888889,94.51515151515152
68.3030303030303,2.3333333333333335,0.0,154.5151515151515
128.3030303030303,33.75,0.0,214.5151515151515
188.3030303030303,59.65714285714286,20.333333333333332,0.0
20.76666666666667,96.91071428571428,73.0,6.4
0.0,118.71818181818182,89.33333333333334,44.09090909090909
17.25,0.0,114.66666666666666,98.25
47.25,3.0,0.0,158.25
77.25,29.46666666666667,1.0,218.25
107.25,67.1,14.571428571428571,0.0
0.0,93.5079365079365,49.75,8.333333333333332
0.16666666666666666,128.16666666666666,87.88888888888889,34.63636363636364
25.333333333333332,0.0,109.13636363636364,90.25
85.33333333333334,9.833333333333332,3.6857142857142855,150.25
145.33333333333331,46.66666666666667,0.5,210.25
205.33333333333331,67.58333333333334,31.3,0.0
0.0,99.7,55.0,5.7272727272727275
0.0,139.5,98.4090909090909,64.81818181818181
27.666666666666664,0.0,119.02020202020202,124.81818181818181
87.16666666666666,5.5,12.916666666666666,184.8181818181818
